Player,Nation,Pos,Age,cum_MP,cum_Min,cum_Gls,cum_Ast,cum_PK,cum_CrdY,cum_CrdR,cum_GlsxMin,cum_AstxMin,cum_G+AxMin,Season
Nuno Tavares,pt POR,DF,19,11.0,927.0,1.0,4.0,0.0,2.0,0.0,0.1,0.39,0.49,2019
Jardel,br BRA,DF,33,11.04564452225084,923.2801929420157,0.21778624891248813,0.03282821960851479,0.0,1.3377182068176368,0.09790000212396617,0.01164541385309052,0.0013092196373395777,0.012954633490430098,2019
Tomás Tavares,pt POR,DF,18,12.0,877.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2019
Florentino Luís,pt POR,MF,19,10.099099099099098,755.5135135135134,0.09909909909909909,0.0,0.0,0.9999999999999999,0.0,0.010900900900900899,0.0,0.010900900900900899,2019
Andreas Samaris,gr GRE,MF,30,16.31921310187348,737.8317719079366,0.20682997621191948,0.2938594925680165,0.0,2.97071234956614,0.0,0.014570786303036754,0.018608694894558138,0.033180784248903326,2019
Raúl de Tomás,es ESP,FW,24,7.0,463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
Ljubomir Fejsa,rs SRB,MF,30,4.765920366566691,347.2074616604451,1.43335417932018e-05,0.0,0.0,1.3718653841514934,0.0,6.7367646428048455e-06,0.0,6.7367646428048455e-06,2019
Gedson Fernandes,pt POR,MFFW,20,8.486486486486486,300.4504504504504,0.0,0.19819819819819817,0.0,0.19819819819819817,0.0,0.0,0.016846846846846845,0.016846846846846845,2019
Dyego Sousa,pt POR,FWMF,29,11.0,211.0,0.0,1.0,0.0,0.0,0.0,0.0,0.43,0.43,2019
Jota,pt POR,MFFW,20,19.0,189.0,0.0,1.0,0.0,1.0,0.0,0.0,0.48,0.48,2019
Mile Svilar,rs SRB,GK,19,1.021566705284734,83.41235184029942,0.0,0.0,0.0,0.010783352642366989,0.0,0.0,0.0,0.0,2019
Andrija Živković,rs SRB,MF,23,4.480973909390074,141.80942042724476,0.032311730760500645,0.34037960497796477,0.0,0.15176722023871514,0.02154115384033376,0.0018309980764283698,0.041986548350544,0.04392525219617404,2019
Caio Lucas Fernandes,br BRA,MF,25,4.0,58.0,1.0,0.0,0.0,0.0,0.0,1.55,0.0,1.55,2019
Gonçalo Ramos,pt POR,MF,18,1.0,6.0,2.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,2019
Álex Grimaldo,es ESP,DFMF,24,30.536621553165816,2457.498002364538,1.8245244320563272,8.732827030535788,0.0,3.6950822109635366,0.0,0.06365801906006391,0.3202300320930359,0.38387750828342254,2020
Nicolás Otamendi,ar ARG,DF,32,27.0,2430.0,1.0,0.0,0.0,13.0,0.0,0.04,0.0,0.04,2020
Rafa Silva,pt POR,MFFW,27,28.56425192813373,2125.2000348155807,5.322273095540432,4.965986642611479,0.0,3.028362772085281,0.0,0.23202469841397044,0.21369245293032368,0.4377960237737425,2020
Jan Vertonghen,be BEL,DF,33,28.0,2407.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2020
Haris Seferović,ch SUI,FW,28,30.86751211244838,2177.959853342128,20.32490112877426,6.482963350664171,0.890130323980734,1.9880446596186148,0.0,0.8165853799654808,0.26470323500063647,1.081288614966117,2020
Everton Soares,br BRA,MFFW,24,32.0,1964.0,7.0,8.0,0.0,2.0,0.0,0.32,0.37,0.69,2020
Julian Weigl,de GER,MF,24,27.009009009009006,1964.7927927927926,0.09909909909909909,0.0,0.0,9.504504504504503,0.0,0.006936936936936936,0.0,0.006936936936936936,2020
Pizzi,pt POR,MFFW,30,32.218624413761106,1955.1400411872432,7.250726823652115,5.132443741166118,0.5433451058825899,5.683396159339418,0.0002606098507854873,0.31968846533521844,0.21966752470665826,0.547396384173332,2020
Darwin Núñez,uy URU,FW,21,29.0,1791.0,6.0,9.0,0.0,2.0,0.0,0.3,0.45,0.75,2020
Adel Taarabt,ma MAR,MF,31,25.58827199001871,1626.0276267712322,0.09803047856697263,2.7715889849389534,0.0,4.359771856340789,0.09803047856697263,0.004901523928348632,0.1474913109348543,0.15337313964887264,2020
Odisseas Vlachodimos,gr GRE,GK,26,19.642990820782458,1767.804473754567,0.0,0.0,0.0,0.31565814098565187,0.010783352642366989,0.0,0.0,0.0,2020
Luca Waldschmidt,de GER,FWMF,24,27.0,1394.0,7.0,2.0,1.0,2.0,0.0,0.45,0.13,0.58,2020
Gilberto,br BRA,DF,27,25.0,1486.0,0.0,1.0,0.0,5.0,0.0,0.0,0.06,0.06,2020
Helton Leite,br BRA,GK,29,15.0,1350.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2020
Lucas Veríssimo,br BRA,DF,25,14.0,1133.0,2.0,0.0,0.0,4.0,0.0,0.16,0.0,0.16,2020
Diogo Gonçalves,pt POR,DFMF,23,18.701030147823943,1052.4871024566705,0.890130323980734,4.451836383364888,0.0,4.451836383364888,0.0,0.07121042591845872,0.3386049521510444,0.40981537806950313,2020
Gabriel,br BRA,MF,26,20.163710899206844,1094.59165849746,1.0872471259246055,1.989216647357633,0.0,7.163710899206844,0.10881383120933961,0.09099010783352642,0.16303983602174493,0.25402994385527133,2020
Nuno Tavares,pt POR,DF,20,13.702702702702702,662.1351351351351,0.09909909909909909,0.39639639639639634,0.0,2.9009009009009006,0.0,0.00990990990990991,0.03864864864864864,0.04855855855855855,2020
Franco Cervi,ar ARG,MFDF,26,14.967431269377338,585.7411777084411,0.24269428841578436,0.1279928011368616,0.0,0.43612822368865534,0.0,0.014685631050556633,0.008149330182777526,0.022833658163348085,2020
Jardel,br BRA,DF,34,8.335020897370255,437.0908212097502,0.023956487374843505,0.003611104156103028,0.0,1.0371490027413643,0.01076900023115033,0.0012809955235442484,0.00014401416007410884,0.001425009683618357,2020
Pedrinho,br BRA,MFFW,22,19.0,474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
André Almeida,pt POR,DF,29,6.206029773754588,482.6977147285494,0.4156374850078056,1.4084275281281797,0.0,2.6363197006657435,1.4333539003717749e-05,0.01836278874576283,0.3063591293589055,0.32472191810466833,2020
Chiquinho,pt POR,MF,25,18.693693693693692,470.5585585585585,1.9999999999999998,0.39639639639639634,0.0,2.9009009009009006,0.0,0.4713513513513513,0.02378378378378378,0.4951351351351351,2020
Francisco Reis Ferreira,pt POR,DF,23,6.2537207022547,415.9168523304518,0.1195971838517066,0.0,0.0,1.1960609571339451,0.010783352642366989,0.005646555565457624,0.0,0.005646555565457624,2020
Rúben Dias,pt POR,DF,23,5.384526508526113,484.4543358693146,1.1218250164006511,0.20659924819592837,0.0,1.5900611608545605,0.0,0.4520633933014132,0.006197977445877851,0.4583690765164928,2020
Morato,br BRA,DF,19,2.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
João Ferreira,pt POR,DF,19,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
Mile Svilar,rs SRB,GK,20,1.0023695269224366,89.27621723096478,0.0,0.0,0.0,0.0011847634612183568,0.0,0.0,0.0,0.0,2020
Andreas Samaris,gr GRE,MFFW,31,7.135111651484529,153.2513809916926,0.022751261511577234,0.032324493216709264,0.0,0.32677784322423714,0.0,0.0016027839662372523,0.0020469532109864724,0.003649880512641657,2020
Gonçalo Ramos,pt POR,FWMF,19,3.702702702702702,87.98198198198197,1.9999999999999998,0.0,0.0,0.0,0.0,4.648648648648648,0.0,4.648648648648648,2020
Carlos Vinícius,br BRA,FW,25,4.072072072072071,193.2162162162162,1.7837837837837835,0.49549549549549543,0.0,0.19819819819819817,0.0,0.09018018018018018,0.02477477477477477,0.11495495495495493,2020
Facundo Ferreyra,ar ARG,FW,29,0.9451029320024952,9.300775331966847,0.010783352642366989,0.0,0.0,0.010783352642366989,0.0,0.0034506728455574367,0.0,0.0034506728455574367,2020
Odisseas Vlachodimos,gr GRE,GK,27,30.64233940491227,2757.803437861337,0.0,0.0,0.0,0.9248115816636714,0.0011847634612183568,0.0,0.0,0.0,2021
Jan Vertonghen,be BEL,DF,34,27.999999999999996,2472.7657657657655,0.0,1.8018018018018016,0.0,5.603603603603603,0.0,0.0,0.06306306306306306,0.06306306306306306,2021
Nicolás Otamendi,ar ARG,DF,33,27.9009009009009,2466.036036036036,0.09909909909909909,0.9009009009009008,0.0,7.594594594594594,0.0,0.003963963963963963,0.036036036036036036,0.04,2021
Julian Weigl,de GER,MF,25,28.783352642366985,2364.228856608145,1.7931556902236876,2.6735585063719807,0.0,9.054897067997503,0.0,0.06313786650031192,0.09803047856697263,0.17008020675519112,2021
Álex Grimaldo,es ESP,DFMF,25,29.169028104342964,2337.7947569333232,4.650698238267519,5.410610325952886,0.0,3.966459096089667,0.0,0.1761024040088366,0.20432528094367688,0.38932652697303605,2021
Darwin Núñez,uy URU,FWMF,22,28.099099099099096,1957.6666666666665,24.018018018018015,4.495495495495495,3.603603603603603,5.603603603603603,0.0,1.0927927927927925,0.20675675675675673,1.3085585585585586,2021
Rafa Silva,pt POR,MFFW,28,28.062066822443157,2045.8118631887253,7.7054542624602576,13.006272774544602,0.0,3.8931214369021054,0.0,0.33702290283626074,0.5753068104442283,0.9114584017369076,2021
João Mário,pt POR,MF,28,28.0,1734.0,3.0,3.0,0.0,2.0,0.0,0.16,0.16,0.31,2021
Everton Soares,br BRA,MFFW,25,27.495495495495494,1637.8738738738737,3.3963963963963963,5.2972972972972965,0.0,4.702702702702702,0.0,0.18486486486486486,0.2889189189189189,0.4737837837837837,2021
Gonçalo Ramos,pt POR,FWMF,20,26.247304161839402,1443.492202121023,6.455930843953301,0.8911861687906603,0.0,3.564744675162641,0.0,0.8533998752339362,0.05347117012743961,0.906871045361376,2021
Gilberto,br BRA,DFMF,28,21.396396396396394,1361.6756756756756,1.8018018018018016,2.8018018018018016,0.0,4.999999999999999,0.0,0.11711711711711711,0.1861261261261261,0.3032432432432432,2021
Roman Yaremchuk,ua UKR,FW,25,23.0,1068.0,6.0,3.0,0.0,2.0,0.0,0.51,0.25,0.76,2021
Valentino Lazaro,at AUT,DFMF,25,18.0,1028.0,0.0,1.0,0.0,2.0,0.0,0.0,0.09,0.09,2021
Morato,br BRA,DF,20,12.81081081081081,920.7297297297296,0.0,0.0,0.0,0.9009009009009008,0.0,0.0,0.0,0.0,2021
Soualiho Meïté,fr FRA,MF,27,17.0,885.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2021
Diogo Gonçalves,pt POR,MFFW,24,22.527174936705073,882.9508508719484,0.09790157671468315,1.3796525243418698,0.0,4.939709859421257,0.8900143337698468,0.007832126137174652,0.12624312462814646,0.13407525076532112,2021
Lucas Veríssimo,br BRA,DF,26,10.396396396396394,866.3333333333333,2.9009009009009006,0.9009009009009008,0.0,3.099099099099099,0.0,0.30414414414414415,0.09909909909909909,0.4032432432432432,2021
Adel Taarabt,ma MAR,MF,32,23.284372604993095,947.7237284710855,0.9009009009009009,3.865034879756745,0.0,3.1493976933162786,0.9009009009009009,0.08955156124408174,0.39005955861997754,0.47971882563326096,2021
André Almeida,pt POR,DF,30,14.032663275336308,769.5467486283247,0.045720123340304446,0.15492702805833594,0.0,2.9599951670824667,0.8900015767146827,0.0020199067615676303,0.0336995042217003,0.03571941098326793,2021
Paulo Bernardo,pt POR,MF,19,17.0,779.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2021
Gil Bastião Dias,pt POR,DFFW,24,12.0,653.0,1.0,1.0,0.0,1.0,0.0,0.14,0.14,0.28,2021
Haris Seferović,ch SUI,FW,29,12.295127222253427,589.3199986639105,4.905490793019771,2.493061710808159,0.98791591048453,0.2186564163834515,0.0,0.7039225773505003,0.4385201551889514,1.142442732539452,2021
Pizzi,pt POR,MFFW,31,16.004048337939885,502.5353733927256,1.6875798313507362,3.234568770845638,0.05976795128117911,2.405173507255722,2.8667078614504285e-05,0.2843657304296998,0.7717634395523987,1.048113612992385,2021
Helton Leite,br BRA,GK,30,3.288288288288288,295.94594594594594,0.0,0.0,0.0,0.09909909909909909,0.0,0.0,0.0,0.0,2021
Sandro Cruz,pt POR,DF,20,2.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
Luca Waldschmidt,de GER,FWMF,25,4.477477477477477,264.2702702702702,2.4954954954954953,0.19819819819819817,0.09909909909909909,0.19819819819819817,0.0,1.2067567567567568,0.012882882882882881,1.2196396396396396,2021
Nemanja Radonjić,rs SRB,DFMF,25,6.0,138.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2021
Henrique Araújo,pt POR,FW,19,4.0,122.0,3.0,0.0,0.0,0.0,0.0,2.21,0.0,2.21,2021
Tomás Araújo,pt POR,DF,19,3.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
Tiago Gouveia,pt POR,FWMF,20,2.0,86.0,0.0,1.0,0.0,0.0,0.0,0.0,1.05,1.05,2021
Rodrigo Pinho,br BRA,FW,30,3.0,84.0,1.0,0.0,0.0,0.0,0.0,1.07,0.0,1.07,2021
Gedson Fernandes,pt POR,MF,22,2.771849806530174,48.098503601912356,0.0,0.0023695269224367137,0.0,0.0023695269224367137,0.0,0.0,0.00020140978840712067,0.00020140978840712067,2021
Diego Moreira,pt POR,FW,16,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
Martim Carvalho,pt POR,MF,18,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
Carlos Vinícius,br BRA,FW,26,1.3342839319133766,27.26289991979324,0.1941003475626058,0.053916763211834945,0.0,0.021566705284733978,0.0,0.009812850904553961,0.0026958381605917472,0.012508689065145706,2021
Odisseas Vlachodimos,gr GRE,GK,28,33.630705462474545,3026.762709780718,0.0,0.0,0.0,0.9917303517164874,0.00013030699860724327,0.0,0.0,0.0,2022
Álex Grimaldo,es ESP,DF,27,32.578593164564786,2879.097434865969,4.071576793795445,10.385167242488862,0.0,3.106310482131814,0.0,0.12617126337065368,0.3250757834921988,0.4522259193153383,2022
Nicolás Otamendi,ar ARG,DF,35,31.55396132252027,2804.6546653595933,0.010783352642366989,0.9892166473576329,0.0,11.520630959807502,0.8911861687906603,0.0004313341056946796,0.030656804206398713,0.031088138312093394,2022
António Silva,pt POR,DF,19,31.0,2776.0,4.0,0.0,0.0,3.0,0.0,0.13,0.0,0.13,2022
João Mário,pt POR,FW,30,32.5045045045045,2598.8648648648646,21.018018018018015,7.504504504504504,10.81081081081081,6.504504504504504,0.9009009009009008,0.7095495495495494,0.25909909909909906,0.9676576576576577,2022
Florentino Luís,pt POR,MF,23,30.273766815941947,2265.18990197569,0.00013030699860724327,2.6700430013095406,0.0,5.341400918695936,0.0,1.4333769846796759e-05,0.09790157671468315,0.09791591048452995,2022
Alexander Bah,dk DEN,DF,25,32.0,2391.0,1.0,5.0,0.0,2.0,0.0,0.04,0.19,0.23,2022
Gonçalo Ramos,pt POR,FW,21,29.587692524062444,2148.927425004295,18.51191750984262,2.768305307580083,0.0,5.732439286435927,0.890130323980734,0.8147683302312292,0.11269049901596093,0.92745882924719,2022
Rafa Silva,pt POR,MFFW,29,28.00682733970413,2144.7693242347696,10.637600540262989,4.990688443189281,0.0,5.768243723467519,0.0,0.44647254064062675,0.21458367885413165,0.6609603753760811,2022
Fredrik Aursnes,no NOR,FWMF,27,28.0,1876.0,1.0,2.0,0.0,5.0,0.0,0.05,0.1,0.14,2022
Enzo Fernández,ar ARG,MF,22,22.0,1809.0,1.0,6.0,0.0,6.0,0.0,0.05,0.3,0.35,2022
David Neres,br BRA,FWMF,26,30.0,1802.0,9.0,6.0,0.0,3.0,0.0,0.45,0.3,0.75,2022
Chiquinho,pt POR,MFFW,27,21.58661724663108,994.560477679537,0.023910680762770475,0.8948693778256074,0.0,0.03468125768293736,0.0,0.005635165844631312,0.07149476914915112,0.07712993499378243,2022
Gilberto,br BRA,DF,30,19.260761072988146,739.9167632118348,1.9784332947152659,1.1960609571339451,0.0,2.3264414936280184,0.0,0.25336422778718476,0.145019160502629,0.3983833882898137,2022
Petar Musa,hr CRO,FW,25,26.0,663.0,6.0,2.0,0.0,1.0,0.0,0.81,0.27,1.09,2022
Morato,br BRA,DF,21,7.632296586756972,530.6310489261206,0.8911861687906603,0.0,0.0,0.9892166473576329,0.0,0.16932537207022544,0.0,0.16932537207022544,2022
Julian Draxler,de GER,MF,29,13.0,439.0,1.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,2022
Diogo Gonçalves,pt POR,FWMF,26,14.937975798308342,401.50374068299027,0.010769019077974206,0.15175960239039296,0.0,0.5433602961349095,0.09790017343612915,0.0008615215262379365,0.01388654466256095,0.014748066188798887,2022
Gonçalo Guedes,pt POR,FW,26,6.230028458953217,302.6020372978486,0.8900036757846277,0.8900054449876842,0.0,0.8900015978658075,0.0,0.2314002873454116,0.23140047374950334,0.4717007611159007,2022
Mihailo Ristić,rs SRB,DFMF,27,6.0,112.0,1.0,1.0,0.0,0.0,0.0,0.8,0.8,1.61,2022
João Neves,pt POR,FW,18,12.0,80.0,0.0,1.0,0.0,0.0,0.0,0.0,1.13,1.13,2022
Henrique Araújo,pt POR,FW,21,5.801801801801801,84.16216216216215,1.198198198198198,0.0,0.0,0.0,0.0,1.2370270270270267,0.0,1.2370270270270267,2022
Rodrigo Pinho,br BRA,FW,31,3.9009009009009006,63.27927927927927,0.09909909909909909,0.0,0.0,0.0,0.0,0.10603603603603602,0.0,0.10603603603603602,2022
Julian Weigl,de GER,MF,27,4.942678277526612,311.38461730181916,0.19701343473697983,0.2937430069136422,0.0,1.8849889312294215,0.0,0.006936936936936937,0.01077057692016688,0.018686657213482626,2022
Roman Yaremchuk,ua UKR,FW,27,4.081081081081081,150.88288288288288,0.5945945945945945,0.29729729729729726,0.0,0.19819819819819817,0.0,0.05054054054054054,0.02477477477477477,0.07531531531531531,2022
Lucas Veríssimo,br BRA,DF,27,4.696016397825505,109.4192139737991,0.31565814098565187,0.09803047856697263,0.0,0.33722484627038585,0.0,0.03309508956420996,0.010783352642366989,0.04387844220657695,2022
Casper Tengstedt,dk DEN,FW,22,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
John Brooks,us USA,DF,30,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
Jan Vertonghen,be BEL,DF,35,3.9379734426521695,270.85348899385076,0.0,0.19606095713394525,0.0,0.6097495766865697,0.0,0.0,0.006862133499688085,0.006862133499688085,2022
Andreas Schjelderup,no NOR,FW,18,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
Cher Ndour,it ITA,MF,18,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
