"comp_name","region","country","season_start_year","squad","player_num","player_name","player_position","player_dob","player_age","player_nationality","current_club","player_height_mtrs","player_foot","date_joined","joined_from","contract_expiry","player_market_value_euro","player_url"
"Liga Portugal",NA,"Portugal",2021,"SL Benfica","-","Adel Taarabt","Central Midfield",1989-05-24,NA,"Morocco","Al-Nasr SC (UAE)","1.85","right","2019-03-30","SL Benfica B",NA,2500000,"https://www.transfermarkt.com/adel-taarabt/profil/spieler/45287"
"Liga Portugal",NA,"Portugal",2021,"SL Benfica","-","Martim Neto","Central Midfield",2003-01-14,NA,"Portugal","SL Benfica B","1.85","right",NA,NA,"2023-06-30",1500000,"https://www.transfermarkt.com/martim-neto/profil/spieler/549027"
"Liga Portugal",NA,"Portugal",2021,"SL Benfica","-","Pizzi","Attacking Midfield",1989-10-06,NA,"Portugal","SC Braga","1.77","right","2013-07-26","Atlético de Madrid","2024-06-30",4e+06,"https://www.transfermarkt.com/pizzi/profil/spieler/64339"
"Liga Portugal",NA,"Portugal",2021,"SL Benfica","-","Éverton","Left Winger",1996-03-22,NA,"Brazil","CR Flamengo","1.74","right","2020-08-14","Grêmio Foot-Ball Porto Alegrense","2026-06-30",1.5e+07,"https://www.transfermarkt.com/everton/profil/spieler/321239"
"Liga Portugal",NA,"Portugal",2021,"SL Benfica","-","Nemanja Radonjić","Left Winger",1996-02-15,NA,"Serbia","Torino FC","1.85","both","2021-08-23","Olympique Marseille","2023-06-30",4e+06,"https://www.transfermarkt.com/nemanja-radonji%C4%87/profil/spieler/245078"
"Liga Portugal",NA,"Portugal",2021,"SL Benfica","-","Diego Moreira","Left Winger",2004-08-06,NA,"Portugal","SL Benfica B","1.79","left",NA,NA,"2023-06-30",NA,"https://www.transfermarkt.com/diego-moreira/profil/spieler/655006"
"Liga Portugal",NA,"Portugal",2021,"SL Benfica","-","Diogo Gonçalves","Right Winger",1997-02-06,NA,"Portugal","FC Copenhagen","1.78","right","2017-07-01","SL Benfica B","2027-06-30",5e+06,"https://www.transfermarkt.com/diogo-goncalves/profil/spieler/258015"
"Liga Portugal",NA,"Portugal",2021,"SL Benfica","-","Gil Dias","Right Winger",1996-09-28,NA,"Portugal","VfB Stuttgart","1.86","left","2021-07-01","AS Monaco","2025-06-30",3e+06,"https://www.transfermarkt.com/gil-dias/profil/spieler/329723"
"Liga Portugal",NA,"Portugal",2021,"SL Benfica","-","Tiago Gouveia","Right Winger",2001-06-18,NA,"Portugal","GD Estoril Praia","1.76","right","2022-04-01","SL Benfica B","2023-06-30",1500000,"https://www.transfermarkt.com/tiago-gouveia/profil/spieler/479638"
"Liga Portugal",NA,"Portugal",2021,"SL Benfica","27","Rafa","Second Striker",1993-05-17,NA,"Portugal","SL Benfica","1.72","right","2016-08-31","SC Braga","2024-06-30",2e+07,"https://www.transfermarkt.com/rafa/profil/spieler/238055"
"Liga Portugal",NA,"Portugal",2021,"SL Benfica","-","Luca Waldschmidt","Second Striker",1996-05-19,NA,"Germany","VfL Wolfsburg","1.81","left","2020-08-14","SC Freiburg","2025-06-30",7e+06,"https://www.transfermarkt.com/luca-waldschmidt/profil/spieler/196095"
"Liga Portugal",NA,"Portugal",2021,"SL Benfica","-","Darwin Núñez","Centre-Forward",1999-06-24,NA,"Uruguay","Liverpool FC","1.87","right","2020-09-04","UD Almería","2028-06-30",5.5e+07,"https://www.transfermarkt.com/darwin-nunez/profil/spieler/546543"
"Liga Portugal",NA,"Portugal",2021,"SL Benfica","-","Roman Yaremchuk","Centre-Forward",1995-11-27,NA,"Ukraine","Club Brugge KV","1.91","right","2021-07-31","KAA Gent","2026-06-30",1.5e+07,"https://www.transfermarkt.com/roman-yaremchuk/profil/spieler/221958"
"Liga Portugal",NA,"Portugal",2021,"SL Benfica","88","Gonçalo Ramos","Centre-Forward",2001-06-20,NA,"Portugal","SL Benfica","1.85","right","2020-10-01","SL Benfica B","2026-06-30",1.4e+07,"https://www.transfermarkt.com/goncalo-ramos/profil/spieler/550550"
"Liga Portugal",NA,"Portugal",2021,"SL Benfica","-","Haris Seferovic","Centre-Forward",1992-02-22,NA,"Switzerland","Celta de Vigo","1.89","left","2017-07-01","Eintracht Frankfurt","2023-06-30",8e+06,"https://www.transfermarkt.com/haris-seferovic/profil/spieler/109256"
"Liga Portugal",NA,"Portugal",2021,"SL Benfica","-","Carlos Vinícius","Centre-Forward",1995-03-25,NA,"Brazil","Fulham FC","1.9","left","2019-07-20","SSC Napoli","2025-06-30",8e+06,"https://www.transfermarkt.com/carlos-vinicius/profil/spieler/525287"
"Liga Portugal",NA,"Portugal",2021,"SL Benfica","-","Henrique Araújo","Centre-Forward",2002-01-19,NA,"Portugal","Watford FC","1.82","right","2022-07-01","SL Benfica B","2023-06-30",5e+06,"https://www.transfermarkt.com/henrique-araujo/profil/spieler/617267"
"Liga Portugal",NA,"Portugal",2021,"SL Benfica","-","Rodrigo Pinho","Centre-Forward",1991-05-30,NA,"Brazil","Coritiba Foot Ball Club","1.85","left","2021-07-01","CS Marítimo","2025-06-30",2e+06,"https://www.transfermarkt.com/rodrigo-pinho/profil/spieler/366278"
